Biodiversity Policy,Climate Change Policy,Company,Company Id,Country,Date,Emissions Reduction Initiatives,Energy Efficiency Policy,Equal Opportunity Policy,Fair Remuneration Policy,Fiscal Year,Gender Pay Gap Breakout,Health Safety Policy,Human Rights Policy,Industry,Industry 2,Industry 3,Industry 4,Nb of Environmental Fines,Risks of Climate Change Discussed,Waste Reduction Policy,Water Policy,Years Auditor Employed,CO2 Emissions,CO2 per Sales,Direct CO2 Emissions,Energy Consumption,ESG Score,Indirect CO2 Emissions,Market Cap,Nb Fatalities,Nb of Employees,Pct Women in Management,Pct Women on Board,Row Id,Waste
N,N,Company 15,15,Iceland,01-Jan-16,N,Y,Y,Y,2016,N,Y,Y,Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,N.A.,N,N,N,15,1346.519,229.556,627.838,,16.26,718.681,6295.7194,,10460.675,,0.214718616,10796,
N,N,Company 15,15,Iceland,01-Jan-15,N,Y,Y,Y,2015,N,Y,Y,Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,N.A.,N,N,N,11,1259.506,251.599,617.425,,14.07,642.081,4995.682,,6590.959,,0.099338960,10797,
N,Y,Company 15,15,Iceland,01-Jan-18,Y,Y,Y,Y,2018,N,Y,Y,Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,N.A.,Y,Y,Y,16,1835.047,198.907,986.107,,22.66,848.94,6597.6187,,13154.824,,0.232362563,10794,
N,N,Company 15,15,Iceland,01-Jan-14,N,Y,Y,Y,2014,N.A.,Y,Y,Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,N.A.,N,N,N,N.A.,1306.497,263.791,699.489,,18.87,607.008,6522.8051,,4818.985,,0.098112762,10798,
N,N,Company 15,15,Iceland,01-Jan-17,Y,Y,Y,Y,2017,N,Y,Y,Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,N.A.,N,Y,N,16,1813.239,244.518,967.97,,24.56,845.269,5007.751,,11969.601,,0.243877663,10795,
Y,Y,Company 15,15,Iceland,01-Jan-20,Y,Y,Y,Y,2020,N,Y,Y,Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,N.A.,Y,Y,Y,15,1706.878,257.81,850.593,,25.81,856.285,6350.9281,,10461.489,,0.244950497,10792,
Y,Y,Company 15,15,Iceland,01-Jan-19,Y,Y,Y,Y,2019,N,Y,Y,Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,N.A.,Y,Y,Y,18,1789.736,213.83,921.148,,21.79,868.588,6354.5534,,12262.55,,0.295635654,10793,
N,Y,Company 16,16,Ecuador,01-Jan-20,Y,Y,Y,Y,2020,N,Y,Y,Financials,Financial Services,Specialty Finance,Consumer Finance,N.A.,N,Y,N,10,14.684,5.981,6.956,,23.06,7.728,5872.4906,,6076.095,,0,10785,
N,N,Company 16,16,Ecuador,01-Jan-16,N,Y,Y,Y,2016,N,Y,Y,Financials,Financial Services,Specialty Finance,Consumer Finance,N.A.,N,Y,N,6,15.488,16.491,7.177,,16.96,8.311,5401.7985,,6260.653,,0,10789,
N,N,Company 16,16,Ecuador,01-Jan-18,N,Y,Y,Y,2018,N,Y,Y,Financials,Financial Services,Specialty Finance,Consumer Finance,N.A.,N,Y,N,7,15.545,10.097,7.886,,15.98,7.659,6950.6758,,7664.599,,0,10787,
N,N,Company 16,16,Ecuador,01-Jan-19,N,Y,Y,Y,2019,N,Y,Y,Financials,Financial Services,Specialty Finance,Consumer Finance,N.A.,N,Y,N,7,14.001,12.228,6.895,,18.14,7.106,6033.0811,,7376.332,,0,10786,
N,N,Company 16,16,Ecuador,01-Jan-17,N,Y,Y,Y,2017,N,Y,Y,Financials,Financial Services,Specialty Finance,Consumer Finance,N.A.,N,Y,N,7,17.991,10.236,9.604,,19,8.387,5278.0618,,7021.767,,0,10788,
N,N,Company 16,16,Ecuador,01-Jan-14,N,Y,Y,Y,2014,N,Y,Y,Financials,Financial Services,Specialty Finance,Consumer Finance,N.A.,N,Y,N,3,14.93,20.088,7.459,,19.23,7.471,6806.1032,,6164.875,,0,10791,
N,N,Company 16,16,Ecuador,01-Jan-15,N,Y,Y,Y,2015,N,Y,Y,Financials,Financial Services,Specialty Finance,Consumer Finance,N.A.,N,Y,N,5,14.209,15.292,7.038,,17.86,7.171,6438.738,,7220.427,,0,10790,
Y,Y,Company 17,17,Bulgaria,01-Jan-14,Y,Y,Y,N,2014,N,Y,Y,Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,N.A.,N,Y,Y,N.A.,12649.345,135.566,6559.323,23692.77,46.55,6090.022,9470.9199,,192917.517,,0.046705884,10784,10275.541
Y,Y,Company 17,17,Bulgaria,01-Jan-16,Y,Y,Y,N,2016,N,Y,Y,Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,N.A.,N,Y,Y,N.A.,4624.301,69.355,2442.631,7510.07,41.13,2181.67,7096.7203,,158295.533,0.0892,0.102991917,10782,3183.333
Y,Y,Company 17,17,Bulgaria,01-Jan-19,Y,Y,Y,N,2019,Y,Y,Y,Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,N.A.,Y,Y,Y,N.A.,6140.999,88.899,2980.789,9156.03,53.21,3160.21,7006.2455,,202448.98,0.0775,0.146366285,10779,12024.742
Y,Y,Company 17,17,Bulgaria,01-Jan-15,Y,Y,Y,N,2015,N,Y,Y,Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,N.A.,N,Y,Y,N.A.,6395.774,76.612,3147.994,13758.34,52.69,3247.78,9177.0025,,202717.321,,0.131625436,10783,5049.624
Y,Y,Company 17,17,Bulgaria,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,N.A.,N,Y,Y,N.A.,5828.964,87.072,2868.915,10852.29,50.54,2960.049,7713.0476,,199300.914,0.1357,0.137895533,10780,15623.457
Y,Y,Company 17,17,Bulgaria,01-Jan-17,Y,Y,Y,N,2017,N,Y,Y,Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,N.A.,N,Y,Y,N.A.,4508.954,77.786,2315.086,8006.02,45.01,2193.868,9801.8639,,157569.267,0.099,0.157637947,10781,9132.662
N,N,Company 18,18,Argentina,01-Jan-16,N,N,Y,N,2016,N,Y,N,Communications,Media,Entertainment Content,Video Games,N.A.,N,N,N,7,21.467,8.007,10.443,,11.86,11.024,73180.6814,,8363.439,,0.098771900,10776,
N,N,Company 18,18,Argentina,01-Jan-19,N,N,Y,N,2019,N,Y,Y,Communications,Media,Entertainment Content,Video Games,N.A.,N,N,N,11,24.478,7.606,11.921,,15.01,12.557,73817.2512,,9073.463,,0.137582991,10773,
N,N,Company 18,18,Argentina,01-Jan-15,N,N,Y,N,2015,N.A.,Y,N,Communications,Media,Entertainment Content,Video Games,N.A.,N,N,N,6,27.492,5.119,14.3,,13.81,13.192,67185.5503,,7318.869,,0.083908657,10777,
N,N,Company 18,18,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,Y,Communications,Media,Entertainment Content,Video Games,N.A.,N,N,N,10,25.339,7.326,13.071,,15.79,12.268,61153.4096,,9138.217,,0.161501425,10774,
N,N,Company 18,18,Argentina,01-Jan-14,N,N,N,N,2014,N.A.,N,N,Communications,Media,Entertainment Content,Video Games,N.A.,N,N,N,N.A.,48.283,58.823,22.707,,11.59,25.576,76472.2893,,7025.447,,0.095700033,10778,
N,N,Company 18,18,Argentina,01-Jan-20,N,N,Y,N,2020,N,Y,Y,Communications,Media,Entertainment Content,Video Games,N.A.,N,N,N,12,17.842,3.805,9.443,,15.58,8.399,60530.7551,,8870.777,,0.169400582,10772,
N,N,Company 18,18,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,Y,Communications,Media,Entertainment Content,Video Games,N.A.,N,N,N,9,25.362,5.239,13.406,,13.71,11.956,52567.7207,,9527.832,,0.095432916,10775,
N,Y,Company 19,19,Austria,01-Jan-18,Y,N,Y,N,2018,N,Y,Y,Industrials,Industrial Services,Commercial Support Services,Professional Services,N.A.,Y,N,N,13,136.907,2.823,66.465,,28.47,70.442,9243.8198,,40031.449,0.2076,0.324469295,10767,
N,Y,Company 19,19,Austria,01-Jan-19,Y,N,Y,N,2019,N,Y,Y,Industrials,Industrial Services,Commercial Support Services,Professional Services,N.A.,Y,N,N,18,118.853,3.052,62.845,,32.91,56.008,9074.7455,,33927.008,0.1618,0.29954909,10766,
N,N,Company 19,19,Austria,01-Jan-16,Y,N,Y,N,2016,N,Y,Y,Industrials,Industrial Services,Commercial Support Services,Professional Services,N.A.,N,N,N,12,105.122,3.804,51.004,198.69,33.56,54.118,10671.3151,,36224.279,0.1853,0.167600165,10769,
N,Y,Company 19,19,Austria,01-Jan-20,Y,N,Y,N,2020,N,Y,Y,Industrials,Industrial Services,Commercial Support Services,Professional Services,N.A.,Y,N,N,18,135.455,4.311,68.496,,32.03,66.959,7944.7156,,27613.024,0.2304,0.407150831,10765,
N,N,Company 19,19,Austria,01-Jan-14,Y,N,Y,N,2014,N,Y,Y,Industrials,Industrial Services,Commercial Support Services,Professional Services,N.A.,N,N,N,11,112.177,4.129,57.776,249.69,38.76,54.401,10395.789,,32330.579,0.2092,0.091172617,10771,
N,N,Company 19,19,Austria,01-Jan-17,Y,N,Y,N,2017,N,Y,Y,Industrials,Industrial Services,Commercial Support Services,Professional Services,N.A.,N,N,N,12,117.646,3.77,57.167,,25.64,60.479,8003.1193,,34351.104,0.2611,0.230477046,10768,
N,N,Company 19,19,Austria,01-Jan-15,Y,N,Y,N,2015,N,Y,Y,Industrials,Industrial Services,Commercial Support Services,Professional Services,N.A.,N,N,N,10,98.484,4.124,48.203,245.28,35.02,50.281,7570.1609,,28456.696,0.1734,0.072207186,10770,
Y,Y,Company 20,20,France,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,"Apparel, Footwear & Acc Design",N.A.,Y,Y,Y,18,23.17,2.962,11.434,180.57,52.79,11.736,65753.864,0,57452.537,,0.319468614,10763,3.932
Y,Y,Company 20,20,France,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,"Apparel, Footwear & Acc Design",N.A.,Y,Y,Y,21,21.199,3.489,9.724,175.04,31.97,11.475,79354.6378,,68378.615,,0.151613158,10762,3.696
Y,Y,Company 20,20,France,01-Jan-18,Y,Y,Y,Y,2018,Y,Y,Y,Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,"Apparel, Footwear & Acc Design",N.A.,Y,Y,Y,24,25.917,3.649,13.227,153.25,37.76,12.69,84654.9153,,49261.625,,0.159138264,10760,2.076
Y,Y,Company 20,20,France,01-Jan-20,Y,Y,Y,Y,2020,Y,Y,Y,Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,"Apparel, Footwear & Acc Design",N.A.,Y,Y,Y,22,12.861,1.328,6.629,151.55,33.11,6.232,83337.0356,,64787.858,,0.241228964,10758,1.895
Y,Y,Company 20,20,France,01-Jan-17,Y,Y,Y,Y,2017,Y,Y,Y,Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,"Apparel, Footwear & Acc Design",N.A.,Y,Y,Y,16,25.153,3.609,12.41,148.04,41.97,12.743,60983.5283,,61457.086,,0.181221752,10761,3.252
Y,Y,Company 20,20,France,01-Jan-19,Y,Y,Y,Y,2019,Y,Y,Y,Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,"Apparel, Footwear & Acc Design",N.A.,Y,Y,Y,21,12.66,1.384,6.265,156.17,34.28,6.395,66593.573,,55493.303,,0.246175179,10759,2.442
Y,Y,Company 20,20,France,01-Jan-14,Y,Y,Y,Y,2014,N.A.,Y,Y,Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,"Apparel, Footwear & Acc Design",0,Y,Y,Y,N.A.,24.15,3.877,12.202,215.7,47.44,11.948,81739.9555,,52490.884,,0.205068734,10764,3.223
Y,N,Company 21,21,Indonesia,01-Jan-19,N,N,N,Y,2019,N,N,N,Financials,Insurance,Insurance,P&C Insurance,N.A.,N,N,Y,2,0.973,1.54,0.482,,33.73,0.491,17271.0253,,12662.834,0.3125,0.375053208,10752,
Y,Y,Company 21,21,Indonesia,01-Jan-16,Y,N,N,Y,2016,Y,N,N,Financials,Insurance,Insurance,P&C Insurance,N.A.,Y,N,Y,1,1.059,1.879,0.554,,26.87,0.505,17415.9416,,8820.221,0.2575,0.309293769,10755,
Y,Y,Company 21,21,Indonesia,01-Jan-17,Y,N,N,Y,2017,N,N,N,Financials,Insurance,Insurance,P&C Insurance,N.A.,Y,N,Y,1,0.668,2.704,0.303,,27.93,0.365,14706.5049,,9206.169,0.186,0.262118958,10754,
Y,Y,Company 21,21,Indonesia,01-Jan-14,Y,N,N,Y,2014,Y,N,N,Financials,Insurance,Insurance,P&C Insurance,N.A.,Y,Y,Y,14,0.03,4.778,0.015,,28.13,0.015,17757.2741,,6402.101,0.3112,0.184981932,10757,
Y,N,Company 21,21,Indonesia,01-Jan-18,Y,N,N,Y,2018,N,N,N,Financials,Insurance,Insurance,P&C Insurance,N.A.,N,N,Y,2,1.093,1.908,0.569,,31.97,0.524,15068.1327,,11071.907,0.3221,0.362402810,10753,
Y,N,Company 21,21,Indonesia,01-Jan-20,N,N,N,Y,2020,N,N,N,Financials,Insurance,Insurance,P&C Insurance,N.A.,N,N,N,3,1.272,1.9,0.639,,33.24,0.633,12706.5015,,11146.226,0.3157,0.318498604,10751,
Y,Y,Company 21,21,Indonesia,01-Jan-15,Y,N,N,Y,2015,Y,N,N,Financials,Insurance,Insurance,P&C Insurance,N.A.,Y,Y,Y,15,1.149,2.496,0.559,,31.25,0.59,13612.1245,,7597.878,0.3239,0.361572745,10756,
N,Y,Company 22,22,Argentina,01-Jan-14,Y,Y,Y,N,2014,N.A.,Y,Y,Technology,Software & Tech Services,Software,Application Software,N.A.,N,Y,Y,28,25.361,14.655,11.849,103.93,44.3,13.512,244497.5733,,13674.76,0.2134,0.131725346,10750,1.733
N,Y,Company 22,22,Argentina,01-Jan-16,Y,Y,Y,N,2016,N,Y,Y,Technology,Software & Tech Services,Software,Application Software,0,N,Y,Y,29,22.755,17.679,11.259,200.91,43.82,11.496,258008.971,0,15241.475,0.2311,0.149403667,10748,1.264
N,Y,Company 22,22,Argentina,01-Jan-19,Y,Y,Y,N,2019,Y,Y,Y,Technology,Software & Tech Services,Software,Application Software,0,Y,Y,Y,29,22.408,70.887,10.974,184.23,43.45,11.434,323874.8853,0,24271.948,0.1908,0.239178870,10745,1.904
N,Y,Company 22,22,Argentina,01-Jan-15,Y,Y,Y,N,2015,N,Y,Y,Technology,Software & Tech Services,Software,Application Software,0,N,Y,Y,24,21.523,7.776,10.076,144.79,42.08,11.447,259346.8035,,15740.604,0.2485,0.107150039,10749,
N,Y,Company 22,22,Argentina,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Technology,Software & Tech Services,Software,Application Software,0,Y,Y,Y,25,25.223,9.672,13.783,209.43,41.39,11.44,346244.8151,0,22076.282,0.2401,0.149150011,10746,1.571
N,Y,Company 22,22,Argentina,01-Jan-17,Y,Y,Y,N,2017,N,Y,Y,Technology,Software & Tech Services,Software,Application Software,0,Y,Y,Y,27,31.304,14.117,15.736,197.89,39.19,15.568,310111.478,0,15415.756,0.2322,0.191696129,10747,1.797
N.A.,N.A.,Company 23,23,Argentina,01-Jan-18,Y,Y,Y,N.A.,2018,N.A.,Y,Y,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Automotive Retailers,N.A.,Y,Y,N.A.,13,649.93,54.036,341.899,,24.5,308.031,13011.6353,,80831.953,,0.129889243,10740,
N.A.,N.A.,Company 23,23,Argentina,01-Jan-16,N.A.,N.A.,Y,N.A.,2016,N.A.,N.A.,N.A.,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Automotive Retailers,N.A.,Y,N.A.,N.A.,14,638.772,40.455,308.881,,12.73,329.891,12364.6942,,80367.945,,0.163919984,10742,
N.A.,N.A.,Company 23,23,Argentina,01-Jan-17,N.A.,N.A.,Y,N.A.,2017,N.A.,N.A.,N.A.,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Automotive Retailers,N.A.,Y,N.A.,N.A.,11,635.948,72.974,335.239,,16.04,300.709,13401.1681,,70817.52,,0.176591414,10741,
N.A.,N.A.,Company 23,23,Argentina,01-Jan-15,N.A.,N.A.,N.A.,N.A.,2015,N.A.,N.A.,N.A.,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Automotive Retailers,N.A.,Y,N.A.,N.A.,11,636.169,47.162,301.447,,12.56,334.722,11448.729,,65491.718,,0.135533285,10743,
N.A.,N.A.,Company 23,23,Argentina,01-Jan-14,N.A.,N.A.,N.A.,N.A.,2014,N.A.,N.A.,N.A.,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Automotive Retailers,N.A.,Y,N.A.,N.A.,11,574.677,72.493,284.813,,13.99,289.864,12852.259,,64491.703,,0.062006845,10744,
N.A.,N.A.,Company 23,23,Argentina,01-Jan-19,Y,Y,Y,N.A.,2019,N.A.,Y,Y,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Automotive Retailers,N.A.,Y,Y,N.A.,13,559.356,57.267,297.528,,32.71,261.828,10984.6331,,62769.425,,0.115918282,10739,
N,Y,Company 24,24,Argentina,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Devices,0,N,Y,Y,40,5.477,16.461,2.863,109.51,49.58,2.614,124247.2008,,8705.066,0.1198,0.175406731,10736,0.689
N,Y,Company 24,24,Argentina,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Devices,0,N,Y,Y,36,127.678,61.558,63.271,199.2,40.58,64.407,130459.4253,,8725.654,0.1103,0.118431801,10737,1.433
N,Y,Company 24,24,Argentina,01-Jan-17,Y,Y,Y,Y,2017,Y,Y,Y,Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Devices,0,N,Y,Y,44,8.402,9.487,4.18,133.62,40.96,4.222,116690.5836,,8758.919,0.1199,0.122622939,10735,0.787
N,Y,Company 24,24,Argentina,01-Jan-18,Y,Y,Y,Y,2018,Y,Y,Y,Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Devices,0,N,Y,Y,42,5.887,6.681,3.079,121.67,45.04,2.808,150110.7387,,11047.078,0.091,0.143733905,10734,0.645
N,Y,Company 24,24,Argentina,01-Jan-19,Y,Y,Y,Y,2019,Y,Y,Y,Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Devices,0,N,Y,Y,49,6.517,5.92,3.143,114.58,40.39,3.374,114691.4662,,11860.868,0.11,0.156245795,10733,0.694
N,Y,Company 24,24,Argentina,01-Jan-14,Y,Y,Y,Y,2014,Y,Y,Y,Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Devices,1,N,Y,Y,39,110.832,43.182,50.322,244.28,41.41,60.51,142335.769,,10160.834,0.1107,0.125166317,10738,2.251
Y,Y,Company 25,25,Ecuador,01-Jan-20,Y,Y,Y,Y,2020,N,Y,Y,Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Mfg,N.A.,N,Y,Y,N.A.,9.032,16.853,4.991,232.42,54.91,4.041,19328.596,,5372.067,,0.080150886,10726,1.06
Y,Y,Company 25,25,Ecuador,01-Jan-19,Y,Y,Y,Y,2019,N,Y,Y,Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Mfg,N.A.,N,Y,Y,N.A.,8.831,13.172,4.248,195.51,42.49,4.583,14806.0997,,5515.143,,0.092727996,10727,0.611
Y,Y,Company 25,25,Ecuador,01-Jan-17,Y,Y,Y,Y,2017,N,Y,Y,Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Mfg,N.A.,N,Y,Y,35,12.783,20.933,5.913,180.27,38.18,6.87,15598.932,,4336.523,,0,10729,0.393
Y,Y,Company 25,25,Ecuador,01-Jan-18,Y,Y,Y,Y,2018,N,Y,Y,Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Mfg,N.A.,N,Y,Y,N.A.,7.258,23.775,3.697,188.91,49.08,3.561,15499.2847,,4392.961,,0.068535701,10728,0.482
Y,Y,Company 25,25,Ecuador,01-Jan-15,Y,Y,Y,Y,2015,N,Y,Y,Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Mfg,N.A.,N,Y,Y,32,12.952,34.038,6.772,151.38,35.29,6.18,14355.3902,,3969.291,,0,10731,0.486
Y,Y,Company 25,25,Ecuador,01-Jan-14,Y,Y,Y,Y,2014,N,Y,Y,Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Mfg,N.A.,N,Y,Y,N.A.,12.282,27.014,6.234,151.63,40.58,6.048,15422.5531,,4393.005,,0,10732,0.471
Y,Y,Company 25,25,Ecuador,01-Jan-16,Y,Y,Y,Y,2016,N,Y,Y,Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Mfg,N.A.,N,Y,Y,26,12.513,21.926,6.403,164.51,31.98,6.11,17714.6492,,4984.998,,0,10730,0.365
N,Y,Company 26,26,Colombia,01-Jan-19,Y,N,Y,Y,2019,N,Y,Y,Technology,Software & Tech Services,Technology Services,Data & Transaction Processors,N.A.,N,N,N,8,0.237,1.421,0.119,,16.76,0.118,92326.9454,,1255.475,,0.230020517,10724,
N,N,Company 26,26,Colombia,01-Jan-18,N,N,Y,Y,2018,N,Y,Y,Technology,Software & Tech Services,Technology Services,Data & Transaction Processors,N.A.,N,N,N,8,0.759,1.572,0.374,,8.96,0.385,76758.0734,,862.278,,0,10725,
Y,Y,Company 26,26,Colombia,01-Jan-20,Y,N,Y,Y,2020,N,Y,Y,Technology,Software & Tech Services,Technology Services,Data & Transaction Processors,N.A.,Y,N,N,11,0.439,0.753,0.229,,23.18,0.21,78860.0326,,1781.865,,0.231991567,10723,
N,Y,Company 27,27,Colombia,01-Jan-15,Y,N,Y,N,2015,N,Y,Y,Financials,Insurance,Insurance,Life Insurance,N.A.,Y,N,N,1,7.256,1.894,3.591,126.19,50.32,3.665,9499.0736,,28186.788,0.1899,0.157495736,10721,
Y,Y,Company 27,27,Colombia,01-Jan-20,Y,Y,Y,N,2020,Y,Y,Y,Financials,Insurance,Insurance,Life Insurance,N.A.,Y,Y,N,7,9.358,19.567,4.591,90.4,44.96,4.767,10294.8362,,25313.425,0.2287,0.413917779,10716,
N,Y,Company 27,27,Colombia,01-Jan-17,Y,N,Y,N,2017,Y,Y,Y,Financials,Insurance,Insurance,Life Insurance,N.A.,Y,N,N,3,6.615,0.907,3.397,83.49,49.05,3.218,9473.1835,,29113.58,0.2673,0.144721836,10719,
N,Y,Company 27,27,Colombia,01-Jan-18,Y,N,Y,N,2018,Y,Y,Y,Financials,Insurance,Insurance,Life Insurance,N.A.,Y,N,N,3,9.733,2.955,4.847,109.76,45.42,4.886,12150.3524,,23055.203,0.2057,0.244662294,10718,
N,Y,Company 27,27,Colombia,01-Jan-19,Y,Y,Y,N,2019,Y,Y,Y,Financials,Insurance,Insurance,Life Insurance,N.A.,Y,Y,N,5,10.383,0.779,5.307,119.01,39.82,5.076,11654.874,,24244.232,0.2017,0.251024548,10717,
N,N,Company 27,27,Colombia,01-Jan-14,Y,Y,Y,N,2014,N,Y,Y,Financials,Insurance,Insurance,Life Insurance,N.A.,N,Y,N,N.A.,18.007,2.053,9.702,88.12,43.36,8.305,10773.9867,,30712.046,0.197,0.209519216,10722,0.812
N,Y,Company 27,27,Colombia,01-Jan-16,Y,N,Y,N,2016,N,Y,Y,Financials,Insurance,Insurance,Life Insurance,N.A.,Y,N,N,2,8.288,1.379,4.054,100.48,49.09,4.234,10945.8619,,26783.142,0.2221,0.181547607,10720,
Y,Y,Company 28,28,Bulgaria,01-Jan-17,Y,Y,Y,N,2017,N,Y,Y,Industrials,Industrial Services,Transportation & Logistics,Transport Operations & Services,N.A.,N,Y,Y,1,49.818,72.313,25.522,1186.81,39.77,24.296,23353.2406,,7707.374,,0.240745492,10712,
Y,Y,Company 28,28,Bulgaria,01-Jan-19,Y,Y,Y,Y,2019,Y,Y,Y,Industrials,Industrial Services,Transportation & Logistics,Transport Operations & Services,N.A.,Y,Y,Y,2,45.696,47.805,21.803,1068.75,47.07,23.893,27350.296,,9691.05,,0.168033114,10710,
Y,Y,Company 28,28,Bulgaria,01-Jan-16,Y,Y,Y,N,2016,N,Y,N,Industrials,Industrial Services,Transportation & Logistics,Transport Operations & Services,N.A.,N,Y,Y,N.A.,29.771,80.148,14.992,977.77,33.26,14.779,25092.2921,,6821.09,,0.171865167,10713,
Y,Y,Company 28,28,Bulgaria,01-Jan-15,Y,Y,Y,N,2015,N.A.,Y,N,Industrials,Industrial Services,Transportation & Logistics,Transport Operations & Services,N.A.,N,Y,Y,N.A.,31.102,81.186,15.728,1196.46,41.51,15.374,27328.2135,,6856.969,,0.235322426,10714,43.566
Y,Y,Company 28,28,Bulgaria,01-Jan-14,Y,Y,Y,N,2014,N.A.,Y,N,Industrials,Industrial Services,Transportation & Logistics,Transport Operations & Services,N.A.,N,Y,Y,N.A.,31.99,75.528,15.793,1144.62,39.03,16.197,26156.0817,0,6757.941,0.2122,0.163720387,10715,47.808
Y,Y,Company 28,28,Bulgaria,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Industrials,Industrial Services,Transportation & Logistics,Transport Operations & Services,N.A.,N,Y,Y,1,47.484,44.35,23.362,1229.2,42.81,24.122,20759.5218,,7220.31,,0.164158714,10711,
Y,Y,Company 29,29,Ecuador,01-Jan-20,Y,Y,Y,N,2020,N,Y,Y,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Mass Merchants,N.A.,N,Y,N,43,468.101,38.754,245.832,,40.09,222.269,23009.4325,,374650.964,,0.094373824,10703,
Y,Y,Company 29,29,Ecuador,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Mass Merchants,N.A.,N,Y,N,41,427.925,44.089,219.204,,46.98,208.721,25576.8262,,457615.88,,0.101278003,10705,
Y,Y,Company 29,29,Ecuador,01-Jan-14,Y,Y,Y,N,2014,N,Y,Y,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Mass Merchants,N.A.,N,Y,N,N.A.,473.29,32.378,238.047,2481.5,42.54,235.243,21792.0027,,416.878,,0.070910025,10709,224.076
Y,Y,Company 29,29,Ecuador,01-Jan-17,Y,Y,Y,N,2017,N,Y,Y,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Mass Merchants,N.A.,N,Y,N,N.A.,482.771,26.076,244.797,,38.22,237.974,28112.2652,,356442.447,,0.107838854,10706,
Y,Y,Company 29,29,Ecuador,01-Jan-15,Y,Y,Y,N,2015,N,Y,Y,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Mass Merchants,N.A.,N,Y,N,N.A.,455.343,38.043,214.318,,33.48,241.025,23442.3075,,328751.008,,0.103882745,10708,
Y,Y,Company 29,29,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Mass Merchants,N.A.,N,Y,N,40,423.442,40.054,223.894,,40.41,199.548,19897.0116,,415320.354,,0.094962118,10704,
